Friday,28,November,2025,12:20:49:00009-VCID:9DA46055AA8F3D19E2-7F06,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
855 412 107 AD-7F06,,MARELLI 1AVP MPSF  DG23,

,Group A:,'001,,,,Group B:,'002,,,,Group C:,'003
,,RPM,Temperature,Voltage,Bin. Bits,,RPM,Time,Battery Volts,Temperature,,RPM,Load,T.B. Angle,(no units)
,519.65,896,43.0,0.78,00001000,519.88,832,2.29,12.1,92.0,519.40,928,17.7,0.4,22.0
,520.34,928,43.0,0.78,00001000,520.56,928,2.29,13.2,92.0,520.12,896,22.1,0.0,38.0
,521.03,928,43.0,0.78,00001000,521.25,928,2.04,13.2,92.0,520.80,896,17.7,0.4,22.0
,521.72,896,43.0,0.79,00001000,521.96,896,2.29,13.3,92.0,521.49,896,17.7,0.4,26.0
,522.41,928,43.0,0.78,00001000,522.64,928,2.29,13.3,92.0,522.18,960,18.5,0.4,28.0
,523.10,896,43.0,0.78,00001000,523.32,960,2.29,13.4,92.0,522.88,928,18.5,0.0,28.0
,523.80,960,43.0,0.78,00001000,524.02,960,2.04,13.5,92.0,523.57,960,19.3,0.4,28.0
,524.48,896,43.0,0.78,00001000,524.72,896,2.04,13.5,92.0,524.25,960,19.3,0.4,24.0
,525.18,928,43.0,0.79,00001000,525.41,928,2.04,13.5,92.0,524.96,960,17.7,0.0,24.0
,525.88,896,43.0,0.79,00001000,526.11,896,2.04,13.4,92.0,525.64,928,18.9,0.4,24.0
,526.57,960,43.0,0.78,00001000,526.79,928,2.04,13.6,92.0,526.35,928,17.3,0.0,24.0
,527.27,928,43.0,0.78,00001000,527.51,896,2.04,13.6,92.0,527.03,928,17.3,0.4,24.0
,527.97,960,43.0,0.78,00001000,528.21,960,2.04,13.5,92.0,527.73,896,17.3,0.0,24.0
,528.67,928,43.0,0.78,00001000,528.89,896,2.04,13.6,92.0,528.44,960,17.3,0.0,24.0
,529.37,960,43.0,0.79,00001000,529.59,960,2.04,13.5,92.0,529.13,896,18.9,0.4,24.0
,530.05,928,43.0,0.79,00001000,530.29,928,2.04,13.5,92.0,529.81,928,18.5,0.4,24.0
,530.73,960,43.0,0.78,00001000,530.95,960,2.04,13.5,92.0,530.51,896,18.9,0.0,24.0
,531.43,928,43.0,0.79,00001000,531.67,928,2.04,13.5,92.0,531.19,928,17.3,0.4,24.0
,532.15,928,43.0,0.78,00001000,532.38,960,2.04,13.4,92.0,531.91,896,17.7,0.4,24.0
,532.85,928,43.0,0.79,00001000,533.08,928,2.04,13.6,92.0,532.61,960,17.3,0.4,24.0
,533.56,928,43.0,0.79,00001000,533.78,896,2.04,13.5,92.0,533.32,928,18.9,0.4,24.0
,534.26,960,43.0,0.78,00001000,534.49,960,2.04,13.5,92.0,534.02,960,18.5,0.4,24.0
,534.95,928,43.0,0.79,00001000,535.19,896,2.04,13.6,92.0,534.72,928,17.3,0.4,24.0
,535.66,928,43.0,0.79,00001000,535.89,928,2.04,13.6,92.0,535.43,896,18.1,0.4,19.0
,536.36,928,43.0,0.79,00001000,536.61,928,2.04,13.6,92.0,536.13,928,17.7,0.0,24.0
,537.06,960,43.0,0.79,00001000,537.30,960,2.04,13.5,92.0,536.83,896,18.9,0.4,24.0
,537.76,928,43.0,0.79,00001000,537.99,896,2.04,13.5,92.0,537.54,928,16.5,0.0,18.0
,538.46,928,43.0,0.79,00001000,538.70,928,2.04,13.6,92.0,538.22,896,16.9,0.0,18.0
,539.14,896,43.0,0.79,00001000,539.38,928,2.04,13.5,92.0,538.92,928,17.3,0.4,22.0
,539.85,960,43.0,0.79,00001000,540.09,928,2.04,13.3,92.0,539.61,896,17.3,0.4,22.0
,540.53,896,43.0,0.79,00001000,540.77,896,2.04,13.5,92.0,540.31,928,16.9,0.4,18.0
,541.24,960,43.0,0.79,00001000,541.47,928,2.04,13.6,92.0,541.00,960,18.5,0.4,22.0
,541.95,928,43.0,0.79,00001000,542.18,896,2.04,13.5,92.0,541.71,928,17.3,0.0,22.0
,542.64,960,43.0,0.79,00001000,542.88,928,2.04,13.6,92.0,542.41,960,17.3,0.4,22.0
,543.34,832,43.0,0.79,00001000,543.58,864,2.55,12.5,92.0,543.12,896,17.7,0.4,22.0
,544.05,960,43.0,0.77,00001000,544.28,928,2.29,13.3,92.0,543.82,896,20.9,0.4,33.0
,544.75,928,43.0,0.79,00001000,544.99,928,2.04,13.3,92.0,544.51,896,19.3,0.4,22.0
,545.43,896,43.0,0.79,00001000,545.68,896,2.29,13.3,92.0,545.21,928,18.5,0.4,27.0
,546.14,960,43.0,0.78,00001000,546.38,928,2.29,13.3,92.0,545.91,960,18.5,0.4,28.0
,546.84,928,44.0,0.78,00001000,547.08,928,2.29,13.3,92.0,546.61,928,18.5,0.4,28.0
,547.54,960,44.0,0.78,00001000,547.76,960,2.04,13.5,92.0,547.32,896,19.3,0.4,28.0
,548.22,960,44.0,0.79,00001000,548.46,960,2.04,13.5,92.0,547.99,960,18.1,0.4,28.0
,548.93,928,44.0,0.79,00001000,549.15,960,2.04,13.6,92.0,548.70,896,17.7,0.4,24.0
,549.61,928,44.0,0.79,00001000,549.85,928,2.04,13.6,92.0,549.38,928,18.9,0.4,24.0
,550.31,960,44.0,0.79,00001000,550.53,960,2.04,13.5,92.0,550.09,896,17.7,0.4,24.0
,551.00,960,44.0,0.79,00001000,551.24,928,2.04,13.5,94.0,550.77,960,18.9,0.4,24.0
,551.71,896,44.0,0.79,00001000,551.94,960,2.04,13.5,92.0,551.48,928,17.3,0.4,24.0
,552.41,928,44.0,0.79,00001000,552.65,960,2.04,13.5,92.0,552.17,960,18.5,0.0,24.0
,553.11,896,44.0,0.79,00001000,553.34,896,2.04,13.5,92.0,552.88,928,17.7,0.4,24.0
,553.83,960,44.0,0.79,00001000,554.06,960,2.04,13.6,92.0,553.58,896,17.7,0.4,24.0
,554.54,928,44.0,0.79,00001000,554.77,928,2.04,13.6,92.0,554.30,960,17.7,0.4,24.0
,555.23,896,44.0,0.79,00001000,555.47,896,2.04,13.4,92.0,555.00,896,17.7,0.4,24.0
,555.94,960,44.0,0.79,00001000,556.17,928,2.04,13.5,92.0,555.71,960,18.9,0.4,24.0
,556.64,896,44.0,0.79,00001000,556.88,896,2.04,13.5,92.0,556.41,928,17.7,0.0,24.0
,557.33,928,44.0,0.79,00001000,557.56,960,2.04,13.4,92.0,557.10,960,17.3,0.0,24.0
,558.04,928,44.0,0.79,00001000,558.26,896,2.04,13.5,92.0,557.80,928,17.7,0.0,24.0
,558.74,960,44.0,0.79,00001000,558.96,960,2.04,13.6,92.0,558.50,896,18.9,0.4,24.0
,559.43,928,44.0,0.79,00001000,559.66,896,2.04,13.5,92.0,559.19,928,16.9,0.0,19.0
,560.11,928,44.0,0.79,00001000,560.35,928,2.04,13.5,92.0,559.88,960,16.9,0.4,19.0
,560.81,896,44.0,0.79,00001000,561.03,960,2.04,13.6,92.0,560.58,928,16.9,0.4,19.0
,561.51,928,44.0,0.79,00001000,561.73,960,2.04,13.5,92.0,561.27,960,17.7,0.4,24.0
,562.21,896,44.0,0.79,00001000,562.44,896,2.04,13.5,92.0,561.97,928,18.5,0.4,19.0
,562.89,928,44.0,0.79,00001000,563.13,928,2.04,13.5,92.0,562.67,928,18.1,0.0,19.0
,563.59,896,44.0,0.79,00001000,563.83,960,2.04,13.5,92.0,563.37,928,18.5,0.4,22.0
,564.30,928,44.0,0.79,00001000,564.53,896,2.29,13.3,92.0,564.07,960,17.3,0.0,22.0
,565.00,864,44.0,0.79,00001000,565.24,864,2.81,12.4,92.0,564.76,864,18.1,0.4,22.0
,565.68,896,44.0,0.77,00001000,565.92,960,2.29,13.3,92.0,565.46,928,22.1,0.4,31.0
,566.38,928,44.0,0.79,00001000,566.61,928,2.29,13.2,92.0,566.16,960,18.9,0.0,22.0
,567.08,896,44.0,0.79,00001000,567.31,960,2.29,13.3,92.0,566.85,896,18.5,0.4,27.0
,567.76,928,44.0,0.78,00001000,568.00,928,2.29,13.3,92.0,567.53,928,19.7,0.4,28.0
,568.47,960,44.0,0.78,00001000,568.70,960,2.29,13.3,92.0,568.24,896,18.5,0.4,28.0
,569.18,960,44.0,0.79,00001000,569.40,960,2.04,13.5,92.0,568.94,960,18.1,0.4,28.0
,569.88,928,44.0,0.79,00001000,570.12,896,2.04,13.5,92.0,569.64,960,18.9,0.4,24.0
,570.57,960,44.0,0.79,00001000,570.81,928,2.04,13.4,92.0,570.34,960,17.7,0.4,24.0
,571.29,928,44.0,0.79,00001000,571.51,896,2.04,13.6,94.0,571.05,928,18.9,0.4,24.0
,571.99,960,44.0,0.79,00001000,572.21,960,2.04,13.5,92.0,571.75,896,18.9,0.0,24.0
,572.67,928,44.0,0.79,00001000,572.91,928,2.04,13.5,92.0,572.43,928,17.7,0.4,24.0
,573.37,960,44.0,0.79,00001000,573.59,960,2.04,13.6,92.0,573.15,896,17.3,0.4,24.0
,574.07,960,44.0,0.79,00001000,574.29,928,2.04,13.4,94.0,573.83,960,18.5,0.4,24.0
,574.77,896,44.0,0.79,00001000,574.99,960,2.04,13.5,92.0,574.53,896,17.3,0.0,24.0
,575.46,928,44.0,0.79,00001000,575.69,928,2.04,13.5,92.0,575.22,928,17.7,0.4,24.0
,576.14,896,44.0,0.79,00001000,576.38,960,2.04,13.4,94.0,575.92,896,17.3,0.4,24.0
,576.84,928,44.0,0.79,00001000,577.08,928,2.04,13.6,92.0,576.62,960,17.7,0.4,24.0
,577.55,896,44.0,0.79,00001000,577.78,960,2.04,13.5,94.0,577.31,928,18.9,0.4,24.0
,578.23,928,44.0,0.79,00001000,578.48,960,2.04,13.6,94.0,578.00,928,17.7,0.4,24.0
,578.93,896,44.0,0.79,00001000,579.17,896,2.04,13.5,94.0,578.71,928,18.9,0.0,24.0
,579.65,960,44.0,0.79,00001000,579.87,960,2.04,13.5,92.0,579.41,960,17.7,0.4,24.0
,580.33,896,44.0,0.79,00001000,580.57,896,2.04,13.5,92.0,580.09,928,18.9,0.4,24.0
,581.03,960,44.0,0.79,00001000,581.27,928,2.04,13.5,92.0,580.80,960,18.9,0.0,24.0
,581.73,928,44.0,0.79,00001000,581.97,896,2.04,13.5,94.0,581.51,928,18.1,0.4,19.0
,582.44,928,44.0,0.79,00001000,582.67,928,2.04,13.5,92.0,582.21,896,16.9,0.4,19.0
,583.15,928,44.0,0.79,00001000,583.38,896,2.04,13.6,92.0,582.91,928,17.7,0.0,24.0
,583.85,928,44.0,0.79,00001000,584.08,928,2.04,13.5,92.0,583.61,896,16.9,0.4,19.0
,584.54,928,44.0,0.79,00001000,584.77,896,2.04,13.5,92.0,584.32,928,18.1,0.4,19.0
,585.24,928,44.0,0.79,00001000,585.46,896,2.29,13.6,92.0,585.00,928,16.9,0.4,21.0
,585.93,864,45.0,0.79,00001000,586.16,896,2.29,12.4,92.0,585.69,832,19.7,0.4,23.0
,586.62,960,45.0,0.77,00001000,586.86,896,2.29,13.2,92.0,586.39,928,22.1,0.4,36.0
,587.34,960,45.0,0.79,00001000,587.56,928,2.29,13.2,92.0,587.10,896,18.1,0.4,24.0
,588.01,896,45.0,0.79,00001000,588.26,896,2.29,13.3,92.0,587.78,928,19.7,0.4,28.0
,588.70,928,45.0,0.78,00001000,588.92,928,2.29,13.3,92.0,588.48,960,19.7,0.4,28.0
,589.39,928,45.0,0.79,00001000,589.62,960,2.04,13.4,92.0,589.16,928,18.5,0.4,28.0
,590.08,928,45.0,0.79,00001000,590.32,928,2.04,13.5,92.0,589.85,960,17.7,0.4,24.0
,590.78,896,45.0,0.79,00001000,591.00,960,2.04,13.5,92.0,590.55,928,18.9,0.4,24.0
,591.48,928,45.0,0.79,00001000,591.70,928,2.04,13.5,94.0,591.24,960,17.7,0.0,24.0
,592.16,896,45.0,0.79,00001000,592.40,960,2.04,13.5,92.0,591.92,896,17.7,0.4,24.0
,592.84,928,45.0,0.79,00001000,593.09,928,2.04,13.5,92.0,592.62,960,17.7,0.4,24.0
,593.56,896,45.0,0.79,00001000,593.78,960,2.04,13.5,94.0,593.32,928,18.9,0.4,24.0
,594.26,928,45.0,0.79,00001000,594.49,928,2.04,13.5,94.0,594.02,960,18.9,0.4,24.0
,594.97,928,45.0,0.79,00001000,595.21,928,2.04,13.4,94.0,594.73,928,17.3,0.4,24.0
,595.68,896,45.0,0.79,00001000,595.90,960,2.04,13.5,92.0,595.45,896,17.7,0.0,24.0
,596.38,960,45.0,0.79,00001000,596.60,928,2.04,13.5,92.0,596.14,960,17.7,0.4,24.0
,597.06,896,45.0,0.79,00001000,597.30,960,2.04,13.5,92.0,596.83,896,17.3,0.4,24.0
,597.75,928,45.0,0.79,00001000,597.99,928,2.04,13.5,94.0,597.53,960,17.3,0.4,24.0
,598.45,896,45.0,0.79,00001000,598.67,960,2.04,13.5,94.0,598.22,928,18.9,0.4,24.0
,599.14,960,45.0,0.79,00001000,599.38,928,2.04,13.5,94.0,598.91,960,17.7,0.4,24.0
,599.84,928,45.0,0.79,00001000,600.08,896,2.04,13.5,94.0,599.61,960,18.5,0.4,24.0
,600.54,928,45.0,0.79,00001000,600.78,928,2.04,13.5,92.0,600.32,960,16.9,0.0,19.0
,601.26,928,45.0,0.79,00001000,601.49,896,2.04,13.5,94.0,601.02,928,16.9,0.0,19.0
,601.96,960,45.0,0.79,00001000,602.19,928,2.04,13.5,92.0,601.72,960,16.9,0.4,19.0
,602.64,896,45.0,0.79,00001000,602.88,896,2.04,13.5,92.0,602.42,928,18.9,0.4,24.0
,603.34,928,45.0,0.79,00001000,603.56,928,2.04,13.6,92.0,603.12,960,18.1,0.0,19.0
,604.04,896,45.0,0.79,00001000,604.26,960,2.04,13.5,92.0,603.80,896,16.9,0.4,19.0
,604.72,928,45.0,0.79,00001000,604.96,928,2.04,13.5,94.0,604.48,928,18.1,0.4,18.0
,605.42,960,45.0,0.79,00001000,605.66,928,2.29,13.5,92.0,605.20,896,17.3,0.4,22.0
,606.13,864,45.0,0.79,00001000,606.36,864,2.29,12.5,92.0,605.89,896,19.3,0.4,22.0
,606.84,960,45.0,0.77,00001000,607.07,960,2.29,13.2,94.0,606.59,896,21.7,0.4,39.0
,607.53,896,45.0,0.79,00001000,607.77,896,2.29,13.3,92.0,607.29,896,18.5,0.4,28.0
,608.24,960,45.0,0.79,00001000,608.47,928,2.29,13.3,94.0,608.00,960,19.3,0.4,24.0
,608.94,896,45.0,0.79,00001000,609.18,896,2.29,13.3,94.0,608.71,928,20.1,0.4,28.0
,609.64,928,45.0,0.79,00001000,609.87,960,2.29,13.3,94.0,609.41,960,18.5,0.4,28.0
,610.35,928,45.0,0.79,00001000,610.57,896,2.04,13.5,92.0,610.11,960,18.9,0.4,24.0
,611.05,960,45.0,0.79,00001000,611.29,960,2.04,13.5,92.0,610.81,896,18.9,0.4,24.0
,611.75,928,45.0,0.79,00001000,611.98,960,2.04,13.5,92.0,611.53,960,18.5,0.4,24.0
,612.46,928,45.0,0.79,00001000,612.70,928,2.04,13.5,94.0,612.22,928,18.9,0.4,24.0
,613.14,928,45.0,0.79,00001000,613.38,928,2.04,13.5,94.0,612.92,960,17.3,0.4,24.0
,613.84,928,45.0,0.79,00001000,614.08,896,2.04,13.5,94.0,613.62,928,17.7,0.4,24.0
,614.56,960,45.0,0.79,00001000,614.79,960,2.04,13.5,94.0,614.32,896,17.7,0.4,24.0
,615.27,960,45.0,0.79,00001000,615.51,928,2.04,13.5,94.0,615.03,928,17.7,0.4,24.0
,615.95,960,45.0,0.79,00001000,616.17,960,2.04,13.5,94.0,615.73,896,17.7,0.4,24.0
,616.65,960,45.0,0.79,00001000,616.87,960,2.04,13.5,94.0,616.41,928,18.9,0.4,24.0
,617.33,960,45.0,0.79,00001000,617.57,960,2.04,13.5,94.0,617.09,896,18.5,0.4,24.0
,618.02,960,45.0,0.79,00001000,618.25,928,2.04,13.5,94.0,617.79,960,17.7,0.4,24.0
,618.71,960,45.0,0.79,00001000,618.93,928,2.04,13.5,94.0,618.49,896,16.9,0.4,19.0
,619.41,928,45.0,0.80,00001000,619.65,928,2.04,13.5,94.0,619.17,928,18.5,0.0,24.0
,620.09,960,45.0,0.79,00001000,620.34,960,2.04,13.4,94.0,619.87,928,17.7,0.4,24.0
,620.78,896,45.0,0.80,00001000,621.02,896,2.04,13.5,94.0,620.56,928,16.9,0.0,19.0
,621.49,960,45.0,0.79,00001000,621.71,928,2.04,13.5,94.0,621.25,960,16.9,0.0,19.0
,622.17,896,45.0,0.80,00001000,622.41,896,2.04,13.5,92.0,621.94,928,17.3,0.0,24.0
,622.87,928,45.0,0.79,00001000,623.09,928,2.04,13.5,94.0,622.65,960,17.7,0.0,23.0
,623.57,896,45.0,0.80,00001000,623.80,928,2.04,13.5,92.0,623.33,928,16.9,0.4,19.0
,624.25,928,45.0,0.79,00001000,624.48,928,2.29,13.6,94.0,624.03,928,17.7,0.0,24.0
,624.96,864,45.0,0.79,00001000,625.20,896,2.29,12.0,94.0,624.73,896,17.7,0.4,24.0
,625.66,928,45.0,0.78,00001000,625.90,896,2.29,13.2,92.0,625.42,896,20.5,0.0,36.0
,626.36,928,46.0,0.79,00001000,626.59,928,2.29,13.2,92.0,626.13,960,18.1,0.4,24.0
,627.07,896,45.0,0.79,00001000,627.29,928,2.04,13.3,92.0,626.83,928,18.5,0.4,24.0
,627.75,928,46.0,0.79,00001000,627.99,928,2.29,13.3,92.0,627.51,928,18.5,0.0,24.0
,628.45,960,46.0,0.79,00001000,628.67,960,2.29,13.3,94.0,628.23,896,18.5,0.4,28.0
,629.15,960,46.0,0.79,00001000,629.38,928,2.04,13.5,94.0,628.91,960,18.1,0.0,24.0
,629.85,928,46.0,0.79,00001000,630.08,896,2.04,13.5,94.0,629.61,896,17.3,0.4,24.0
,630.54,960,46.0,0.79,00001000,630.77,928,2.04,13.5,92.0,630.32,960,17.7,0.0,24.0
,631.25,928,46.0,0.79,00001000,631.48,896,2.04,13.5,94.0,631.00,928,18.9,0.4,24.0
,631.96,960,46.0,0.79,00001000,632.20,960,2.04,13.5,94.0,631.72,896,17.7,0.4,24.0
,632.66,928,46.0,0.79,00001000,632.89,928,2.04,13.5,94.0,632.42,960,18.9,0.4,24.0
,633.35,896,46.0,0.79,00001000,633.58,960,2.04,13.5,94.0,633.13,896,17.7,0.4,24.0
,634.04,928,46.0,0.79,00001000,634.29,928,2.04,13.5,94.0,633.81,928,18.9,0.4,24.0
,634.74,928,46.0,0.79,00001000,634.97,960,2.04,13.6,94.0,634.52,928,18.9,0.0,24.0
,635.44,960,46.0,0.79,00001000,635.67,928,2.04,13.5,94.0,635.21,960,18.5,0.0,24.0
,636.12,928,46.0,0.79,00001000,636.36,960,2.04,13.6,92.0,635.89,896,17.3,0.4,25.0
,636.82,960,46.0,0.79,00001000,637.04,960,2.04,13.5,94.0,636.60,960,18.5,0.4,24.0
,637.52,896,46.0,0.79,00001000,637.76,896,2.04,13.5,94.0,637.28,928,18.5,0.4,19.0
,638.22,928,46.0,0.80,00001000,638.46,928,2.04,13.5,94.0,637.98,960,18.1,0.4,19.0
,638.90,896,46.0,0.79,00001000,639.12,960,2.04,13.5,94.0,638.68,928,18.5,0.4,19.0
,639.60,960,46.0,0.79,00001000,639.82,928,2.04,13.5,94.0,639.36,928,17.7,0.4,24.0
,640.29,960,46.0,0.80,00001000,640.52,960,2.04,13.5,94.0,640.04,896,18.1,0.4,18.0
,640.97,928,46.0,0.80,00001000,641.20,896,2.04,13.5,94.0,640.75,928,18.1,0.4,18.0
,641.67,928,46.0,0.80,00001000,641.89,928,2.04,13.5,94.0,641.45,896,16.9,0.4,18.0
,642.36,896,46.0,0.79,00001000,642.60,896,2.04,13.4,94.0,642.13,928,18.9,0.4,22.0
,643.06,928,46.0,0.79,00001000,643.30,896,2.29,13.5,92.0,642.83,960,18.5,0.4,21.0
,643.75,864,46.0,0.79,00001000,643.99,864,2.81,12.3,92.0,643.53,832,18.5,0.0,24.0
,644.45,928,46.0,0.78,00001000,644.67,896,2.29,13.2,94.0,644.23,928,20.9,0.4,36.0
,645.15,960,46.0,0.79,00001000,645.37,928,2.04,13.3,94.0,644.91,960,19.3,0.4,24.0
,645.85,896,46.0,0.79,00001000,646.09,896,2.29,13.3,94.0,645.61,928,19.3,0.0,24.0
,646.53,928,46.0,0.79,00001000,646.77,928,2.29,13.3,94.0,646.31,960,19.7,0.4,28.0
,647.24,928,46.0,0.79,00001000,647.47,928,2.04,13.2,94.0,647.01,928,19.7,0.4,28.0
,647.94,960,46.0,0.79,00001000,648.18,960,2.04,13.4,94.0,647.70,960,17.3,0.4,24.0
,648.64,960,46.0,0.79,00001000,648.88,960,2.04,13.5,94.0,648.41,928,17.7,0.4,24.0
,649.34,960,46.0,0.79,00001000,649.56,960,2.04,13.5,92.0,649.12,896,17.7,0.4,24.0
,650.04,960,46.0,0.79,00001000,650.26,960,2.04,13.5,94.0,649.80,960,18.9,0.4,24.0
,650.74,896,46.0,0.79,00001000,650.96,960,2.04,13.5,94.0,650.50,928,17.3,0.4,24.0
,651.42,928,46.0,0.79,00001000,651.66,928,2.04,13.5,94.0,651.19,928,17.7,0.4,24.0
,652.11,896,46.0,0.79,00001000,652.34,960,2.04,13.5,94.0,651.89,928,17.3,0.4,24.0
,652.81,928,46.0,0.79,00001000,653.05,928,2.04,13.5,94.0,652.58,960,18.9,0.4,24.0
,653.52,896,46.0,0.79,00001000,653.76,928,2.04,13.5,94.0,653.28,928,18.9,0.4,24.0
,654.20,960,46.0,0.79,00001000,654.44,960,2.04,13.5,94.0,653.98,960,17.7,0.4,24.0
,654.91,928,46.0,0.79,00001000,655.14,896,2.04,13.5,94.0,654.67,928,17.7,0.4,24.0
,655.62,960,46.0,0.80,00001000,655.84,928,2.04,13.5,94.0,655.38,896,18.1,0.4,19.0
,656.30,896,46.0,0.80,00001000,656.54,896,2.04,13.5,94.0,656.06,928,18.5,0.4,22.0
,656.99,928,46.0,0.79,00001000,657.22,928,2.04,13.5,94.0,656.76,960,18.1,0.4,18.0
,657.69,896,46.0,0.79,00001000,657.92,896,2.04,13.5,94.0,657.46,928,18.5,0.4,22.0
,658.39,928,46.0,0.79,00001000,658.61,928,2.04,13.6,94.0,658.16,960,18.5,0.4,22.0
,659.08,896,46.0,0.80,00001000,659.32,960,2.04,13.5,94.0,658.84,928,16.9,0.4,18.0
,659.76,928,46.0,0.79,00001000,660.00,928,2.04,13.3,94.0,659.54,928,17.7,0.4,22.0
,660.48,896,46.0,0.79,00001000,660.72,896,2.04,13.5,94.0,660.24,896,17.3,0.4,22.0
,661.19,928,46.0,0.79,00001000,661.43,896,2.29,13.5,94.0,660.95,960,18.5,0.4,22.0
,661.88,896,46.0,0.79,00001000,662.11,896,2.29,12.6,94.0,661.65,832,18.5,0.4,23.0
,662.58,928,46.0,0.78,00001000,662.81,896,2.04,13.3,94.0,662.35,928,19.3,0.0,25.0
,663.29,928,46.0,0.80,00001000,663.51,896,2.04,13.2,94.0,663.05,928,17.7,0.0,22.0
,663.96,896,46.0,0.79,00001000,664.19,960,2.29,13.3,94.0,663.73,896,18.9,0.4,28.0
,664.66,928,46.0,0.79,00001000,664.89,928,2.29,13.3,94.0,664.42,928,18.5,0.4,28.0
,665.34,960,46.0,0.79,00001000,665.59,992,2.04,13.3,94.0,665.11,896,20.1,0.0,28.0
,666.05,960,46.0,0.79,00001000,666.28,960,2.04,13.5,94.0,665.81,960,18.1,0.4,28.0
,666.75,896,46.0,0.79,00001000,666.97,960,2.04,13.5,94.0,666.52,928,18.1,0.4,24.0
,667.45,960,46.0,0.79,00001000,667.67,928,2.04,13.5,94.0,667.20,960,18.9,0.4,24.0
,668.13,928,46.0,0.79,00001000,668.36,928,2.04,13.5,94.0,667.89,928,17.7,0.4,24.0
,668.83,960,46.0,0.79,00001000,669.06,960,2.04,13.5,94.0,668.60,960,17.3,0.4,24.0
,669.54,928,46.0,0.79,00001000,669.76,896,2.04,13.5,94.0,669.30,960,18.5,0.4,24.0
,670.24,896,46.0,0.79,00001000,670.48,960,2.04,13.5,94.0,670.00,896,18.9,0.4,24.0
,670.92,928,46.0,0.79,00001000,671.16,928,2.04,13.5,94.0,670.70,960,17.7,0.4,24.0
,671.62,928,46.0,0.79,00001000,671.84,960,2.04,13.5,94.0,671.40,928,18.9,0.4,24.0
,672.32,960,46.0,0.79,00001000,672.54,928,2.04,13.5,94.0,672.08,960,17.7,0.4,24.0
,673.00,928,46.0,0.79,00001000,673.24,896,2.04,13.5,94.0,672.76,928,17.3,0.4,24.0
,673.69,928,46.0,0.80,00001000,673.93,928,2.04,13.5,94.0,673.46,960,16.9,0.4,19.0
,674.38,960,46.0,0.80,00001000,674.61,928,2.04,13.5,94.0,674.16,896,16.9,0.4,19.0
,675.09,928,46.0,0.80,00001000,675.31,896,2.04,13.5,94.0,674.85,928,18.1,0.4,19.0
,675.78,960,46.0,0.80,00001000,676.02,960,2.04,13.5,94.0,675.55,896,18.1,0.4,22.0
,676.49,928,46.0,0.79,00001000,676.72,928,2.04,13.5,94.0,676.25,928,18.5,0.0,22.0
,677.19,928,46.0,0.79,00001000,677.42,960,2.04,13.5,94.0,676.96,896,17.3,0.4,22.0
,677.90,928,46.0,0.80,00001000,678.12,928,2.04,13.5,94.0,677.66,928,16.9,0.4,18.0
,678.59,864,46.0,0.80,00001000,678.83,896,2.29,12.7,94.0,678.36,896,17.3,0.4,22.0
,679.30,864,46.0,0.79,00001000,679.53,896,2.55,13.1,94.0,679.07,864,19.7,0.4,35.0
,680.01,960,46.0,0.78,00001000,680.25,896,2.04,13.2,94.0,679.77,960,19.3,0.4,24.0
,680.72,928,46.0,0.79,00001000,680.95,896,2.29,13.2,94.0,680.49,896,18.5,0.4,27.0
,681.41,960,46.0,0.79,00001000,681.65,928,2.29,13.3,94.0,681.17,960,19.7,0.4,28.0
,682.09,896,46.0,0.79,00001000,682.33,896,2.29,13.3,94.0,681.87,928,19.7,0.4,28.0
,682.79,960,46.0,0.79,00001000,683.03,960,2.04,13.3,94.0,682.57,960,18.5,0.4,28.0
,683.51,960,46.0,0.79,00001000,683.73,960,2.04,13.5,94.0,683.27,960,19.3,0.4,28.0
,684.20,928,46.0,0.79,00001000,684.45,960,2.04,13.5,94.0,683.97,928,17.3,0.4,24.0
,684.90,960,46.0,0.79,00001000,685.14,960,2.04,13.5,94.0,684.68,960,18.5,0.4,24.0
,685.61,928,46.0,0.79,00001000,685.85,896,2.04,13.5,94.0,685.38,928,17.7,0.4,24.0
,686.31,960,46.0,0.79,00001000,686.55,960,2.04,13.5,94.0,686.07,960,17.7,0.0,24.0
,687.01,960,46.0,0.79,00001000,687.23,896,2.04,13.5,94.0,686.79,960,17.7,0.4,24.0
,687.70,960,46.0,0.79,00001000,687.92,928,2.04,13.4,94.0,687.48,928,18.9,0.4,24.0
,688.38,928,46.0,0.79,00001000,688.61,928,2.04,13.5,94.0,688.14,960,17.3,0.4,24.0
,689.06,960,46.0,0.79,00001000,689.29,960,2.04,13.3,94.0,688.84,896,17.3,0.0,24.0
,689.77,928,46.0,0.79,00001000,690.00,928,2.04,13.4,94.0,689.53,960,18.9,0.4,24.0
,690.47,896,46.0,0.79,00001000,690.71,960,2.04,13.4,94.0,690.24,896,18.9,0.4,24.0
,691.16,928,47.0,0.80,00001000,691.40,928,2.04,13.4,94.0,690.93,960,16.9,0.4,19.0
,691.85,960,47.0,0.80,00001000,692.08,928,2.04,13.5,94.0,691.63,896,16.9,0.0,19.0
,692.55,928,47.0,0.80,00001000,692.77,896,2.04,13.5,94.0,692.32,928,18.5,0.4,19.0
,693.22,928,47.0,0.80,00001000,693.46,928,2.04,13.5,94.0,693.00,960,18.1,0.4,18.0
